contract_address,callstack,reentrancy,time_dependency,integer_underflow,integer_overflow,money_concurrency
0x67a8c7edadd6827056f489abdff85fb5a4b2182c,False,False,False,False,True,False
0x8c7c19ffd8ac70eac4b8b06f9c46c39c47d427e8,False,False,False,False,False,False
0xa970f86c0a1f82011630e6396218c191c55bb5e7,False,False,False,False,False,False
0xb9a072d984c3f20fd1468170a2ce7998c490ff10,False,False,False,False,False,False
0x7a03664e23ecf1951b0a1f32d9a2be52631533f4,False,False,False,False,False,False
0xc2a97d7bba80bd06855d6622ac965428c6cfa9dd,False,False,False,False,True,False
0x2b4799597231a9d53e9683b1c6ae9614b072c4b8,False,False,False,False,True,False
0xee3e07092ea9a6f705c2b69f51119bb8a9471305,False,False,False,False,False,False
0x0090ce710ffc007a7fa98edf2da6ca3b1f75c546,False,False,False,False,False,False
0x6bf5fa628155fc3d33cdd826055a15b46a112678,False,False,False,False,False,False
0x9ceda8892cdad3fca88fa9a70e129b5d94d182cd,False,True,False,False,False,True
0x950335f92cce1e7b0b19e82786e16183193ad33d,False,False,False,False,True,False
0xaf7086c422c638567b87d8f9afb4a9f20c7d98e0,False,False,False,False,False,False
0x7cfd44b27ab0eda85f82a1f3f606b8149fb45c9b,False,False,False,False,True,False
0x027a0ff01fba349dd2f7f3fbf6abbce222b747c2,False,True,False,False,False,True
0x7b370849292c4bee6800c00773eb4519c1a845ae,False,False,False,False,False,False
0xbd278e3e96ab61b7e16b20a92a7614b6b593e271,False,False,False,False,False,True
0x2dc588af5eff094401b1f8016e74e7d46d9e7a31,False,False,False,False,False,True
0xeee8100d7fa50d690d4ace86e490da9eccf5d1b5,False,False,False,True,False,False
0x48e87d148788393b50c22e41c135e14fa776578e,False,False,False,False,False,True
0x7791b0bd704464e2a284ec3abb387caf76469cb0,False,False,False,False,False,False
0x146bacbe9c6c4e6d6448eb05fb82fc3801e53456,True,False,False,False,False,True
0xeec8a45a3406c8cf1de7ba0083b1c8dd2e31a27f,False,False,False,False,False,False
0x36f9a824554787da784c3e5eaab45e1be578413a,False,False,False,False,False,False
0x314d63bf89e1a69980c5c25c26bc43b08c7113ed,False,False,False,False,False,False
0x949e6aec8ae10fbc7b52e95cb9d2dbb56cf9784c,False,False,False,False,False,False
0x6fdd0057528e4c46caf448db08e4a67d4eb3751f,False,False,False,True,True,False
0x7d601f70a25ca5c6082d922bca96833d84a445a8,True,True,False,False,False,True
0x822d923317b177a3fce4cde5396ee402cc2f17f9,False,False,False,False,False,False
0x786ef2e92c9946d9ec75eb1c9fb89eb02b4d6224,False,False,False,False,False,False
0x868c5537d2852de7446c92b05330afe4bc5b3c46,False,False,False,False,True,True
0xb019ff5672dd60c4f721533a8300fa6d9c191751,False,False,False,False,False,True
0xee18db0a1432ef18f990786cb3bf3b7294345420,False,False,False,False,False,False
0xcacccc682c0a41e2725d305b0bbc4c528453b259,False,False,False,False,True,False
0xdd2ee38f9993c0bc1c1b5b9798bc4deff66cac4a,False,False,False,False,False,True
0x9df2a10d4813bd433dc06b2a8847898d5ae348cf,False,False,False,False,False,False
0xdaffce21518c7509c730d5eb0d61296cacfe254a,False,False,False,False,False,False
0x3c3f272512119dc3ded16b7be864d95e742f4e6f,False,False,False,False,False,False
0xbf0466f3cd487d586cd42d14245bd3de408c554c,False,False,False,True,True,False
0xf5666684be76ec85634bdf1bb92d0ed0c62085f9,False,False,False,False,False,False
0x1c94f41ab9cd8faa8af45ae7827bf5a8f891f4cd,False,False,False,False,False,True
0x5347fe278d396f74589d03c09ae8ac7f436d416c,False,False,False,False,False,True
0x1b37221bdf3b44e274dada4ba11e58d44da9a3eb,False,False,False,False,True,False
0x954cd1f52f3e6a87de9bbaf25de241290155c6d4,False,True,False,False,False,True
0x19d9d9d2066753f0929b51b64643a5ef899a6d3c,False,False,False,False,False,False
0x0d15f3b1525b6601dbb659fb8246f25ddfec6e7a,False,False,False,False,True,True
0x75a91752b7acd4c00ef1ab24f42c167cd7019c53,False,False,False,False,False,False
0xcc8539abfc8cf0e9ca8b4337f85c6e235c546379,False,False,False,False,False,False
0x4176d0743d2c87030a5ef6f00e85921b163e49b3,False,False,False,False,False,True
0xc8c8081d72bb825dfd5b4a2cd957ba1c8d1dc21e,False,False,False,False,False,False
0xc6e39b6cafed97c0afed7b408ad9d74246616fcd,False,False,False,False,False,False
0x5dcc8c8cca1a6afe2ac7c28fff47a65c50ddce49,False,False,False,True,False,False
0xa2bbd021ba3e71f773430288c1cddc9b570672c0,False,False,False,False,False,False
0xba5714120692dce8a68e6eade73457acdd816dd2,False,False,False,False,False,False
0x8cd3bac9875b1945d1d3469947236d8971bf3174,False,False,False,False,True,False
0x65c606124cbf5a9a0d553d2e90a8cdfa5ceb70db,False,False,False,False,True,False
0x60e112d4e585bba817dc513bf9a03cd9b5a46fc9,False,False,False,True,False,False
0x2db2d2732591ef11f8a55d3095a29c60100cd35b,False,False,False,True,False,False
0xb798220ea2c9883e583f7e47fe7ca058d55e442b,False,True,False,False,False,True
0x78ede8f5d541120269a5f3e45c2e78363f4248bc,False,False,False,False,False,False
0x93afbb655003feee6f1efd855491dc14d6b3b361,False,False,False,False,False,False
0x50ffce0811ebf81cd4a7df02d476d8d696bdd60f,False,False,False,False,False,False
0x3154d19f09aee8984180a4c86e0cd8d238228980,False,False,False,False,False,False
0x7d828f6ab0e761e792bb9fcadaaab15eaef5fda9,False,True,False,False,False,True
0x64e4ee31bc5335fa0e60c59288693a8a259ac676,False,False,True,True,True,True
0x6e57502d4ff7f3ea2629fbdffb7a3a56975996e4,False,False,False,False,False,False
0x7ba6a1f4d14de23ef2228a48b8b0ed3032d3a35e,False,True,False,False,False,True
0xead58c67d8d99ca47b59a530324ff8215d1ce8b5,False,True,False,False,True,False
0x12fa0ce2180c6674fea3bbf21cfc08d692ff126e,False,False,False,True,False,False
0xd940218b60ed58a522e475e9fc9a6f3aa1371385,False,False,False,False,False,False
0x44134d9febccbc3eda8c5a9dbf8632a497278c29,False,False,False,False,False,False
0x44c2a268a2c5e747cadbb6024848d6b3fcda41da,False,False,True,False,False,True
0x62be254589217a9213ec8a1c8067cfcd17919a04,False,False,False,False,True,False
0xe5ff8bc2c5c6a688650a8c044854261fb3f1ff49,True,False,False,False,False,True
0x18b9821d5755aad13e47df53059c215997a0da20,False,False,False,False,False,False
0x61c96e4cc302ec55af4b13d56e27d6d644553e1a,False,False,False,False,False,False
0x0eb701f21d1d0aea0b1fd99275555dd3999173bf,False,False,False,False,False,False
0x7aa74b1e2e322c2ac64712d1912a68393a1761a8,False,True,False,False,False,True
0x72e48736115acde94aaafd3170e7cb2026abeafb,False,False,False,False,True,False
0x2a43b57e507a8fe509decbc3edf4ed6f5dbe51b7,False,False,False,False,False,False
0xeb3163eabb3753618ea7cb57f2b4c1edf9d32052,False,False,False,False,False,False
0xd24dbe398897b8dc56053000624a9adb963d0201,False,False,False,False,False,False
0x357d20bb068cfc3f78642df881d7856158f94f93,False,False,False,False,True,False
0xce346d5e4494bdc8e73b1fa6f51ad63ab82f5103,False,False,True,False,False,False
0xa7dade38fd6963f9e076696bd6d79b5ce40d4696,False,False,False,False,False,False
0x7a7194168245d76f1f2830c937626b7c383067c8,False,False,False,False,False,False
0xcca5de401a18190903e0eb4f1954f969c12320b0,False,True,False,False,False,True
0x29894bb3bee8aa68420488e8afcc0470d49189a1,False,False,False,False,False,False
0x00a7a21ad46906a75879b6bfcd48653a3a82870d,False,False,False,False,False,False
0x7a6ac92ba2093195f3a7c8f65220c7142efa9799,True,False,False,True,False,True
0x1909bd7256095f1a013617d5078e20344bb8dc0d,False,True,True,False,True,True
0x32367017f6459f7219eff8af2fa570c662644f0e,False,True,False,False,False,True
0x9ce40c8c56515244f571894bf0318708db21063e,False,False,False,False,False,False
0x8e40894954b987c32571fe9d3cabe8024c6830b2,False,False,False,False,False,False
0xec5b2725e474a66429b9cc9707eb5c3ce47c15bc,False,False,False,False,False,False
0x3b9db5c8de4dcd1632937f374b153b0b44b5cd45,False,False,False,False,False,False
0xa2b2a586d199563206efae0dc92243270cd87431,False,False,False,False,False,False
0xcb9081a8b8abaa42a9d59bc7e9b440ed9e94f42a,False,False,False,True,False,False
0x0e5eab7c8e8032cd1bae79d48ea913c14109aed1,False,False,False,True,True,False
0xdb82153c1460fe59ef36da987ab7eec04304d69e,False,False,False,False,False,False
0xaf5558b1b834be59b9ff94e05c17bae9257c9bf1,False,True,True,False,False,True
0x307c22476867a7cc6f4fa131822f0d9d6442b87b,False,False,False,False,True,False
0x0ddb62e3485a23a4fcd0286c414fe9b1afb350fc,False,True,False,False,False,True
0xc9b03f9340344e7103f5a09b754b51ddc479df29,False,True,True,False,False,True
0x9c7445c322c149bd71c2d4072adbb037ab89ff47,False,False,False,False,False,True
0xc8d7cd0ee5ceb5a13dda945533231cc1129b31d5,False,False,True,False,False,True
0xdd5a402ca57abf0257bc90223bfdf68270f5b71e,True,False,False,True,True,False
0x1eb221fc0cc9ebfaa61c5effc832090c0f9e199b,False,False,False,False,False,False
0x82e727d640826cfbe0364d52481d79d6821fa39b,True,False,False,False,False,False
0x441c5c62c2257c9e8c91e53dd5731aac586c0532,False,True,False,False,False,True
0xbc435d8f6d3dba8dda8a1546776628b189adfbd3,False,False,False,False,False,False
0x549ce12a189de3a945e3d8fcf8aac1319e87795c,False,False,False,False,False,False
0x19b5edd57de459e8fe808e912db3b198c5232849,False,False,False,False,False,False
0x4470bb87d77b963a013db939be332f927f2b992e,False,False,True,False,False,True
0x9668cd96f610b010348e02cfe7d900e3028c225c,False,False,False,False,False,False
0x7782b0e4e4644ad4583efb13dd9b28e2bac68286,False,False,False,False,False,False
0x6d5d1e18ecfb06a4b686bbeba65081c6006693ca,False,False,False,False,False,False
0x620e45ccf9ffd2abb4cea22030af96120bea1355,False,False,False,False,True,False
0x920c890a90db8fba7604864b0cf38ee667331323,False,False,False,False,False,False
0x4b70c966f6b7c8608fa3da27c1a9f8ead6acde1e,False,True,False,False,False,True
0x5273f78081b433164be98bed2749d357dab77fba,False,False,False,False,False,False
0xa157b5a35aba95d18f3ff716d01b6143db5f1da8,False,False,False,False,False,False
0xfb4752ad1b7153e1dbd2e6662651a11c7fc14083,False,False,False,False,False,False
0x952e42a22b37b5121cfc51d0196e18b8fdae20e7,False,False,False,True,False,False
0x5d267b860a2d96d4e6728da6a738c1facf4d7cfb,False,False,False,False,False,False
0x777c04bbed3c050eb18fa9b545b79e3cc3cb3f3e,False,False,False,False,False,False
0xf11e617c373a2ebc2f2cfd20764720948f193810,False,True,False,False,False,True
0xfb3631fdef2159402e081f2e6d6e1b2a6fcd336c,False,False,False,False,False,False
0xe34a64c32654597b24b96f4ed6743f86b1cfed3c,False,False,False,True,False,True
0xf9f7be49d48224c4f883a6dc9cf472ea3b1800e1,False,False,False,False,False,False
0x2df097b11de9832c0c2df594b1a7b6800a085d01,False,False,False,False,False,False
0xfe77617b59ec7a937807281b20fd26b752082cd5,False,False,False,False,False,False
0x6331f5219fcacccc917e27d1ac7791cdd6df3668,False,False,False,True,False,False
0xd3b43bda444875192ed552fa5fdf94321517f5af,False,False,False,False,False,False
0xb9d3d2895ef75adfd077ad67ccc6e95df2ff353a,False,False,False,True,True,False
0x44ad644576eeebffcd9ad89728d2a6c415cf8fb5,False,False,False,False,False,False
0x884d1f19352506bb92880ab34f16ee70025bacd5,False,False,False,True,True,False
0xb5e0c2c4df5b9dfafdfaf2edd02eaa74894d83ab,False,False,False,False,True,False
0xf2dbd11ef28fc3f02162be2b94e4ee920b9db9f0,False,False,False,False,False,False
0xdcc76e1d19f02be8ea5ac30305fe2af5328b7666,False,False,True,False,False,False
0x6104885942c5d25b4afadd729ca705b88dd49b0f,False,False,False,False,False,False
0x47e13d381e9250506d8858f1285deecd6e75ae30,False,True,False,False,False,True
0xf0dff3be78c485e3e0a97a61ef155843118db7db,False,False,False,False,False,False
0x0d4466098c25df552073c6b52c62b702230e82d7,False,False,False,False,False,False
0x682826e9434e82081775a55f37392990f6b0f84f,False,False,False,False,False,False
0x70dc5d576fbd2c800d9495d5ed676981c6104136,True,False,False,False,False,False
0x5ae7ecaba6ba6083a21c6b05deb86bc6c717a6db,False,False,False,False,False,False
0x7e6fc77a9186043d0d912db58e6ea8d076c079b1,False,False,False,False,False,False
0x713672238b972895f4a4de9be87cc7dcd88de8f4,False,False,False,False,False,False
0x3fe8a1cdbb598f2c9169fd0a216607b4dcb09888,False,False,False,False,False,False
0xc98c7b13b2577be006b4bf04418a115d43b1489e,False,False,True,False,True,True
0x8c720e5d2ee8afbee106ce48c9454150798b4234,True,False,True,False,False,True
0xedf632b2ec771d4715a531585ac439536a8dbaac,False,False,False,False,False,False
0x2207175de2cec0debc27ff670035a23c49b1851a,False,False,False,False,True,False
0x9e578fc3f513aee0145ddd73a0bc8b48b80bf513,False,False,False,False,True,False
0xc7ea013ef4afe47aef779f105c74cbbbe2eda86e,False,False,False,False,False,False
0xe76ec6bd1ea0a9c0846ced4fa41aa45e099f8719,False,False,False,False,False,False
0x212b753185852d4b4401ef51cdec2b87261837c3,False,False,False,False,True,False
0xb5f42d711844997443fc72767ee55f43f95cd9cc,False,False,False,False,False,False
0x8b025c7543177fe74da2cc5123e914d87bcf8642,False,False,True,False,False,True
0xa35507ee366327a4ab970087cbf9e494a53f17f0,False,False,False,False,False,False
0xed2e70623634e0072c2570f07428eeef2666ab95,False,False,False,False,False,False
0xb57a1d8cd6a06032a0c5b38e018226642cb5af43,False,False,False,True,False,False
0xace017ac84a5bdc21551494e6752ad568aab2c6f,False,False,False,True,False,False
0x526fcf53780b1144466ff76029fab7b5b5c298d6,False,False,False,False,True,False
0xa29b72fe0db1f305861a641c16d6e7e35967914b,False,False,False,False,True,False
0xe700eda66c4e28e4fa1c1eb5cc7f9fb15091e3c7,False,False,False,False,False,False
0xf0e5e4fc3071cfc6f81590b2cea2edeaa1cf5e70,False,False,True,False,False,True
0x39246080d8522b0780aff6da1733a21d7d6ff1ef,False,False,False,True,True,False
0x8ec06aa74c9c1cc8b7cd5ec730bcc726d35eb3bf,False,False,False,False,False,False
0xfb3c60c18fe27201fd7c967cb908fab08205eccf,False,False,False,False,False,False
0x08de295e5e4504f8ab44fef1460bcb4f5c75c284,False,True,False,False,False,True
0x75c37231e9eaa47f5dfe9bc209e5a8baaa1579fc,False,False,False,False,False,False
0x939515cf3cecfb085367bff97e97aadb7ec4bb2c,False,False,True,False,True,True
0x0a2df77a6cf8e3e260cd03e8192e6dde722324b4,False,True,False,False,False,True
0x94dceaf1844ee5e9d8ea530f8e72ad4b9b6bb8bd,False,True,False,False,False,True
0x6ca59cf604a7873df78ef3f5ee8790f302a1f2a7,False,True,False,False,False,True
0xe6aa2a83cd5d78a9d0f40395ef104d79842ca342,False,True,False,False,False,True
0x288dcd4682d8f6b7fd849fb3dc9ba7fe57a8523e,False,False,False,False,False,False
0xd990e53c16218ee872d9a75e2628c3441d4df416,False,False,False,True,False,False
0x54b8b571a1e444b2fb6de1ccf55a28f25149d5b5,True,False,False,False,False,False
0x320a5d2f32f85275da6929cc31128ebe1132f448,False,False,False,False,False,False
0xbf9dd0174741283fdb6e581e9f9ff770bcafd604,False,False,False,False,False,False
0x5ea9fbd2132e0fe309b75b3b8e2f89260eb8d79d,False,False,False,True,False,False
0xe04265dad32ef93d913fd302cd77ccb4a84da43f,False,False,False,False,False,False
0x0b910cdb9ce51e6e00ac0b76d6aeb81324ef2898,False,False,False,False,True,False
0x4771e97816ae958fcfd366e00f7e2da438a58121,False,False,False,False,False,False
0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23,False,False,False,False,False,False
0x16bffd63cbf80cb859d987b9e253a324fcf89321,False,False,False,True,True,False
0xb80c371c697dd6719e6295858ee08c6bcae23c59,False,False,False,False,True,False
0x267e1edadad64a11fd71660d76969efa0ab85d20,False,False,False,False,False,False
0x32b564dd6fc212f655c5ccddf14df87b76ce080b,False,True,False,False,False,True
0x8420bf54893d472c6053cbdecdae90412698afa7,False,False,True,False,False,True
0x1443616b940aea9fd52add2ebdc6966a4ac5f27d,False,False,False,True,True,False
0x760757e54a19412120e6d76f637ba27a28b244c8,False,False,False,False,True,False
0xb1f71c8eaff0d0b253e042616de3b198970ef9e2,False,False,False,False,False,False
0x4b85c711a3ae361c965bd3e606bd64b307346512,False,False,False,False,False,False
0xe49b7e5cf4da520b7ff5f22f1cfa700f66f7de9c,False,False,False,False,False,False
0x91b770ade3c7b2e1e6e3aa033dc8bcb7ab168902,False,False,False,False,False,False
0x0b9785c63aa63a4af34623d9f8aa8bc10249d3bb,False,False,False,False,True,True
0x8a522a3c1749dc440f4aaa5f1a4029164a7dd6af,False,True,False,False,False,True
0xe6aadd7b71e8ea9e7ec91459345409eeb3175c9a,False,False,True,False,False,True
0x0c94c26d41332070976ef0b4ce3441e430a2db81,False,False,False,True,False,False
0xd3accf86ecad38e649d9c4e7bbc4a94fb19ff1be,False,False,False,False,False,False
0xc0c5f6e5e86f4e58974582318192a40bdc9a2786,False,False,False,False,False,True
0xf7f97d49f7aa63a70453245266cd3235c68c2b5a,False,False,False,False,False,False
0xf43482aee65017d5434a6c6e51e2659a295f9b8e,False,False,False,True,True,False
0x3ccb4b3bb15d4b8911cd7f57a6479e21daf4c68c,False,False,False,False,False,False
0xc6dbf5536843e7692d2c104a0709a69fe959ea8b,False,False,False,False,False,False
0x12dac711ef0f315cd5614122c419e024d702c9d7,False,False,False,False,False,False
0x78147187a72663a04613b9ce1d9d0a04649a4fdd,False,False,False,False,False,True
0xb9dec417bfc80a6dfc1dc0dec6a65c328368d38c,False,False,False,True,False,False
0xd442c1b28ed2dd69eef8667bdf1752b9dedeceb6,False,False,False,False,False,False
0xe0796698fe080d5f889a8772e722ebf0a873e12d,False,False,False,False,False,False
0xe646bbaa12866cc80b88833e1461413092134d3b,False,False,False,False,False,False
0xe826a689c5dc87b27229fa842a74a7f45e099447,False,False,False,False,False,False
0x3271c5530221ccf9fdf35da3669c3caf26fa7786,False,False,False,False,False,False
0x9ce499b406f2b033c9364d16e41b31a4304113d3,False,False,False,False,True,False
0x5df1755fafd84170ed62baa61a6bc890831767f7,False,False,False,True,False,False
0x525dec0ced0ef36ee0d8a4ef4c700a4813f9e844,False,False,False,False,False,False
0x520c4dcd02cd96590aee244a84ce3b6fef0b0081,False,True,False,False,False,True
0x272cccd3c2cdbcc06f50c91d4a6c03fc6c2df95c,False,False,False,False,False,False
0xc55c01f80abbf74b05dcd47f499ce1900bd8e325,False,False,False,True,True,False
0x2aec553d57e8ae9a526dc8ee01ba6c43f6d043a1,False,False,False,False,False,False
0x4ab8510410a3a66b44631e403bdc1b4c799887ac,False,False,True,False,False,True
0xd3e010230f575f886355d7c52a2a1c335c26b14d,False,False,False,False,False,False
0x6dbbc360cfafa60811366ad28955e59079be966c,False,False,False,False,False,False
0x2ebdde4333e1b4ea7f9f4cc8530e76f3163b17ce,False,False,False,False,False,False
0x2d7d13063bbf3840b1d469547c3e9a72e623d653,False,False,False,False,False,False
0x2c9bbb65e6e6ecd70ed2eb9731bc25669e886d06,False,False,False,False,False,False
0xce20f22bdc92573c5a3c13b8e97fe7e3e6da8d4a,False,False,False,False,False,False
0xd8613038df77a01bf741ca5550e0a5737f98547a,False,True,False,False,False,True
0x1b1c789fccdfc6a7b1fef651a1464043f0a38ada,False,False,True,False,False,True
0x4b74aefcbd73825a0aa984477f49f6c47f682dfe,False,False,False,True,True,False
0xcab4bcbbd0feba129ebb603a398047cb454067ae,False,False,False,False,False,False
0x08b0287591f19565f1191a9cc72022af942a660a,False,False,False,False,False,False
0x20c69a37d514ff63fdbb0cf3ec5f979c49306e5d,False,False,False,False,False,False
0x8f21de50cba4e03c9c8e60de787f2899e4e6eb54,False,True,False,False,False,True
0x8a2af6899b99136139d756e568ee7949f5d01ddd,False,False,False,False,False,False
0x6c5158548f510339d6a143a434d369c8a1c9b9ed,False,False,False,False,True,False
0x1c281836c40dce4d1d64b1df6714f5334c2d7f94,True,False,False,False,True,True
0xf1d5dcf072eec230c5451f1fd5eb41b2f9d2eed6,False,False,False,True,False,False
0x949053715e711e20a55ff0fe7930bec7d53a26c7,False,False,False,False,False,True
0x4730507ada048f8c21f5f7ab3625e93c0f8d232b,False,False,False,True,True,False
0x8539f6c5a2a8447e5b423619d83634cc5009227e,False,True,True,False,True,False
0x7d70c6d2173a51e38db9483d1b6309e5fddf289c,False,False,False,False,False,False
0x27732845710060b84292bec16d445c398341342f,False,False,False,False,False,False
0xfcaf204852781b57c23023aa28f21437f7303505,False,False,False,False,False,False
0x906e1d6b43cb2b7167d4c1b16c4f0f344242e8c1,False,False,False,False,False,False
0x5101c5c50350afbe6ade5f94fa5aa7855d8684d4,True,True,False,False,False,True
0x5f7dc0abd2c44f7958be7eed7425d6a9a127e5f1,False,False,False,False,True,False
0xaf0bea9479780ba59272ead2d0c8ca66f1570195,False,False,False,False,False,False
0xc3d4e5c33297f0ddadd56344c6ef242f5310c3e3,False,False,False,False,False,False
0x9be2149a78b309e036b0c2d61e975577c054758f,False,False,False,True,True,False
0xdd379272150082bff9c823c81991695f01a889c9,False,False,False,False,False,False
0x017b3be10321e62a38a1df202411789e208b2f1d,False,False,False,False,True,False
0xa1351f2ac0d903ba63a0f56b32e90b81f4b2530e,False,False,False,False,False,False
0x888288a4301d5083f334f58c065e1ca96f93b670,False,False,False,True,False,False
0x071e8654fea77b719dd8a123c29add7bd76a7703,False,False,False,False,False,True
0xa3e9ea08b5479263306d4f1b6e22f40f70b1b261,False,True,False,False,False,True
0x3840e397c0e83f38641ade601b0a30fc41823dab,False,True,False,False,False,True
0xd806796d3f1f3e171ac21bfda7e97e4859857f64,False,False,False,False,False,False
0xfdd96a1ebcc52d3915c8c59aa08d1387e3c4ce54,False,False,False,False,True,True
0x3ccf653dbd2087f6960ca29badb46a5d0866d2de,False,False,False,False,False,False
0x51de64566e23953e7440e6729908000faab6f92b,False,False,False,True,False,False
0xb5f0d7aec0da27681cbf81b0885e25f7bc199fa4,False,True,False,False,False,True
0x0fabb731f6cf8fbaf33af47b78638cbd120d112f,False,False,False,True,True,False
0xa13753e1d1c1076324c298babb4bedaff70db517,False,False,False,False,False,False
0x6507fa8032a6698f4fbcbd6a3861c32935a701f0,False,False,False,False,False,False
0x329bca83b582006ca1fe2c1cf8bbd94ad0e6033a,False,False,False,True,True,False
0x9382efb0fb6197243384608c7063457f7174166b,False,False,False,False,False,False
0x789e00c123b1e1f65862caea6a615c069e672091,False,False,False,False,False,False
0x2f10f80c3ca7d9182b29cf90a37e2b053812891f,False,False,False,False,False,False
0x47863a2a58c33a9e12e8bc7b1fceb0fc6e3def46,False,True,True,False,True,False
0x48eeded2465b6ad4711892e90a50dd4a94afe3f5,False,False,False,False,False,False
0xf5d580ff33c902549f2661514fccc56effddcb15,False,False,False,False,False,False
0x0cf1125c00b054044aa4f0fc8c4807ec98216fbb,False,True,False,True,False,False
0xb09624cdcef62d322327220743e029fb6047becd,False,False,False,True,False,False
0x25b6c13cd68a0a72fe3d725568e6a68888ffae75,False,True,False,True,True,True
0x6f6ee3072378aeb9ea9068e3c67bcc9661864e75,False,False,False,False,False,True
0xb20748a15abba04cb4d640048b0deffeb5a88d35,False,False,True,False,True,False
0xc18a451d4ef2a85e7bf8404131c5f994a98bdb15,False,False,False,False,False,True
0xefe48f94e317e215f96982959f2f3e20b9bbfb5d,False,False,False,False,False,False
0xde29ea6814974501d3842f364b979734ab9824ff,False,False,False,False,False,False
0xa4de910f252c38fcec811075e532d4644cb86f58,False,False,True,False,True,True
0x1e6359d174ad0f7bbb17f1c853617623127d05cd,False,False,False,False,False,False
0xddd7d763959b3528555e6617f57b84d5eb090611,False,False,False,False,False,False
0x97c3337fd435789da0fb00b93f43a9981c79934a,False,False,False,False,False,False
0x5a89cbd2e9d7f423d341e3d716a963ef28ba9173,False,False,False,False,False,False
0x85305852ae9d153825b7e6e2740af6f76fbf0b84,False,False,False,False,True,False
0x8f200ca10ddc2b83278294b3451fad4a5b0de3ff,False,False,False,False,False,False
0xff2e0ace50560aea2be2297d2f54f13144c5b12c,False,False,False,False,False,True
0xca6aa6ada529a49d9d854844686af00e04b73a0c,False,False,False,True,False,False
0x9823e243354b75a52a899210afc4cc91087745bd,False,False,False,False,False,False
0x3c0ebd59dd4f95d165eeda65ef9bc572dbe93821,False,True,False,False,False,True
0xd192689a31eb336ab7fd999baf1e58b08e801d90,False,False,False,False,True,False
0x231be4c574b35a6fe3f4db5f77e3c7cd3a834c69,False,False,False,True,False,False
0xf0fd80b2cce26d5b0441250a0414e8174f315b73,False,False,False,False,False,False
0x3da71558a40f63b960196cc0679847ff50fad22b,False,False,False,False,False,True
0x1b2dbd061a741af5ebfdf43b02c07ef4a99278e7,False,False,False,True,False,False
0xa3830e9fda843d5fb74b5176bbcacd7b1144ecc2,False,False,False,False,False,False
0x0bad3d6bca8d28d3531544aaec9968105e287043,False,False,False,False,False,False
0xdba1a2bf05508b0b53cff2001e7a568241cb7d84,False,False,False,False,False,False
0xe5221f29861508d7556249f19924effe391db237,False,False,True,False,False,True
0xbbdcae2930540b3f0a7710479e02d7daedde2fee,False,False,False,False,False,False
0x91f8b7ca0b1f07b39dcd51bb4a510efe2320aeb2,False,False,True,False,False,False
0xe3918675e141a20bd462be3552b202fb1f55f80b,False,False,False,False,False,False
0x86d89a3de5c17377ef7d5a49b4b22297210962e7,False,False,False,False,True,False
0xb631735d56bb710a4573ee7954fcb414752b1a22,False,False,False,True,False,False
0x862879ff5b7212a6a619e1c5e21c412cabe296df,False,False,False,False,False,False
0x8302d67bdc44dc0457e0c80312142dd353c9948d,False,True,True,False,False,True
0x85b28b3e5c0075f472fb6a3cfc3734398da20cb6,False,True,False,False,False,True
0x6e34d8d84764d40f6d7b39cd569fd017bf53177d,False,False,False,False,False,False
0xced67f6432527dbc22abe9af0e8f8e189081f361,False,False,False,False,True,False
0x249414d1fb0dbba40fc529a76031b30b4b6666c6,False,False,False,False,True,False
0x11dc7b10d8ad39d273039980e9e933166d09ead1,False,False,False,False,False,False
0xd51fc46e0b22a6ddcca5f7716a4edd14e97f94db,False,False,False,False,True,True
0xfb9d011a766d8eb4f5e0a6e7bdef251f0b2f9782,False,False,False,False,False,False
0x7a8a4195476b193e3d142d0432d5fe1aef505a05,False,False,True,False,False,True
0x22ca4d932982132fd62321cbc02e17595677c16b,False,False,False,True,False,False
0x19481c801a31245e14dcefe1d6ea840a3d74d66e,False,False,False,True,True,False
0x0699be802b392414a5e1cf47fb0e569e442108eb,False,False,False,False,False,False
0x99afc4863653a6682fd5768e70eb3bd3522596b0,False,False,False,False,False,False
0x3106200d8e8e20208af3840f1f216093094e4fbb,False,False,False,True,False,False
0xa4aa632327c3cd5abba34fe92cb12c3d5b754178,False,False,False,False,False,False
0x5fa498b70de14fa9f7b2a51e973c65346a31b8cc,False,False,False,False,False,False
0x606ddac6f2928369e8515340f8de97fe2d166777,False,False,False,False,True,False
0x7f0f564854edd2606d8625023d4641f2dd8dc317,False,False,False,True,False,False
0x4311ae306aa38499fb86729f2f864f5fdf402a42,False,False,False,False,False,False
0x3c217713cc7c77fa8f1d5b8ada2a3459ddb2be84,False,False,False,False,True,False
0x0fb83e531076c3b2272e186b11d15c5e46504b0f,False,False,False,False,False,False
0x06295c241cc40dea47c86e07dfaa77046835944c,False,True,False,False,False,True
0xe3089613c82f34e045d800a4bd32c6c680870d1b,False,False,False,False,False,False
0x4df22533fe97f2ad66a6fa6deac5e579c9428d6a,False,False,False,False,False,False
0x79cfd1812ca3f6770f0000901305e3d60f0e14ee,False,False,False,False,True,False
0xed190c623452deead3fb7d9825347d05ff918f3c,False,False,False,False,False,False
